PARTICIPANTS_ID,IDENTIFIER,QUEUEID,CALLERS,AGENTID,SUBJECT,ADDRESS_TO,ADDRESS_FROM,CONTACT_DURATION,DIRECTION,DIRECTION_ORIGINAL,ANSWERED,QUEUE_DURATION,CALL_DURATION,WRAPUPID,WRAPUP_DURATION,CONTACT_CLOSED_REASON,CONTACT_CONNECTED_DATETIME,CONTACT_CLOSED_DATETIME,CALL_ANSWERED_DATETIME,CALL_DISCONNECTED_DATETIME,MEDIA_TYPE,CONTACT_CONNECTED_DATE
ea0a918f,63c44469,3b10a230,+123456789012,b7e632de,Null,Null,Null,363,inbound,inbound,1,2,316,dd91b10d,47,client,2025-08-23 13:41:13.000,2025-08-23 13:47:28.000,2025-08-23 13:41:25.000,2025-08-23 13:46:41.000,call,2025-08-23 00:00:00.000
